Price Change,Dividend Change,Volume Change,Price Volitility,Dividend Volitility,Volume Volitility,Stock Volitility Score,Sector_Basic Materials,Sector_Communication Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Real Estate,Sector_Technology,Sector_Undefined,Sector_Utilities
0.031980345426386905,0.0,-20000.0,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0
0.011186979812360878,0.0,-20000.0,4,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0
0.0060183551245028815,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
0.013521966608390402,0.0,-20000.0,4,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0
-0.016898613512064557,0.0,-20000.0,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0
-0.013532194037248847,0.0,-20000.0,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0
0.009793466381651654,0.0,-20000.0,4,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0
0.02093156203896911,0.0,-20000.0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
-0.009261818431871165,0.0,-20000.0,4,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0
0.004412229331927808,0.0,-20000.0,3,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0
0.0006709223282841063,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.0034957405784965326,0.0,-20000.0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0
-0.07201449485197514,0.0,-20000.0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
-0.001854292785032413,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.001828091006235834,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.00224638328378856,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.0020984739798983686,0.0,-20000.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0
0.0034516970686231945,0.0,-20000.0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0
0.0018085363869353734,0.0,-20000.0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0
0.020770441441138234,0.0,-20000.0,3,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
-0.01723229794789076,0.0,-20000.0,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0
0.014291703701019287,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
0.005490471946446014,0.0,-20000.0,4,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0
0.011329269534923353,0.0,-20000.0,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0
0.0032842897576322114,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
0.0024219017862023686,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.002194554385219719,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.006950684535650735,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
0.0021117871487511,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
-0.04756486603174279,0.0,-20000.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0
0.0162999868392943,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
0.02211409264450481,0.0,-20000.0,4,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0
0.05750496983528149,0.0,-20000.0,4,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0
0.04621798413911217,0.0,-20000.0,4,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0
0.024542727121492657,0.0,-20000.0,3,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
-0.009690355076560202,0.0,-20000.0,2,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0
0.0019688682526334614,0.0,-20000.0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0
0.017952827542586855,0.0,-20000.0,4,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0
0.01160646089495365,0.0,-20000.0,3,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
-0.024587543671491737,0.0,-20000.0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0
0.02176259723187483,0.0,-20000.0,4,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0
-0.0015277067820230626,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
0.009976203333678175,0.0,-20000.0,4,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0
-0.01676811342419381,0.0,-20000.0,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0
0.28045724051339305,0.0,-20000.0,4,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0
0.05462272825128319,0.0,-20000.0,4,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0
0.03661380236661903,0.0,-20000.0,4,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0
6.80633113819332e-05,0.0,-20000.0,2,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
0.008775890182395874,0.0,-20000.0,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0
0.025922092997542258,0.0,-20000.0,4,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0
0.019926506303562408,0.0,-20000.0,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0
